;Codigo accidentado;Turno;Gender;Planta;Tipo accidente;Tipo trabajador;Fabrica;Tecnología;Pais;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Accident;wk_position;Age;Severity;Accident_place
1746;;Turno de mañana;Hombre;6;Incidente;Duración Determinada;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Recibido de galvanizado;Menor 30;Leve;Mantenimiento
1747;;Turno de noche;Hombre;19;Accidente c/b;Cedidos de otras plantas;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;.;Menor 30;Leve;Mantenimiento
1748;;Turno de noche;Hombre;4;Accidente s/b;Prácticas;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;LONGI009;Menor 30;Leve;Mantenimiento
1749;;Turno de mañana;Hombre;2;Accidente c/b;Incidente (no aplica);Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Gruista nave 6b zona negro;Entre 30-50;Grave;Mantenimiento
1750;;Turno de tarde;Hombre;19;Accidente c/b;Duración Determinada;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Cargador negro/gruista;Entre 30-50;Muy grave;Mantenimiento
1751;;Turno de noche;Hombre;32;Accidente c/b;ETT;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;plegador;Entre 30-50;Muy grave;Mantenimiento
1752;;Turno de mañana;Hombre;47;Accidente c/b;Incidente (no aplica);Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Supplier;Mayor 50;Leve;Mantenimiento
1753;;Turno de noche;Hombre;30;Accidente c/b;Indefinido;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;Operador Principal / montador de árvore de navalhas;Entre 30-50;Muy grave;Mantenimiento
1754;;Turno de noche;Mujer;28;Incidente;Prácticas;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;MAQUINISTA CORTE LONGITUDINAL;Menor 30;Leve;Mantenimiento
1755;;Turno de noche;Hombre;53;Incidente;Subcontratado;Hiasa;Prensa;España;0.0;167848.0;1300.5;101.5;No;Gruista de salida galvanizado;Entre 30-50;Leve;Mantenimiento
1756;;Turno de mañana;Hombre;45;Incidente;Indefinido con preaviso;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;alimentador;Mayor 50;Muy grave;Mantenimiento
1757;;Turno de noche;Mujer;84;Accidente c/b;Incidente (no aplica);Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Maschinenführer 1 Presse 3;Mayor 50;Muy grave;Mantenimiento
1758;;Turno de tarde;Hombre;2;Accidente c/b;Prácticas;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Activación del descenso de la puerta después de haber entrado en la nave para preparar el vehículo para la descarga en la zona designada.;Entre 30-50;Grave;Mantenimiento
1759;;Turno de noche;Hombre;45;Accidente c/b;Incidente (no aplica);Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;Titular de linea;Mayor 50;Leve;Mantenimiento
1760;;Turno de tarde;Hombre;5;Incidente;Duración Determinada;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;Linha de corte transversal;Entre 30-50;Leve;Mantenimiento
1761;;Turno de mañana;Hombre;20;Incidente;Indefinido;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;Inspector de Calidad;Mayor 50;Leve;Mantenimiento
1762;;Turno de noche;Hombre;54;Incidente;No aplica;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;Verpacker Halle 8;Menor 30;Muy grave;Mantenimiento
1763;;Turno de tarde;Hombre;15;Accidente c/b;Prácticas;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Stacker Operator - Training as blanking operator;Mayor 50;Grave;Mantenimiento
1764;;Turno de mañana;Hombre;7;Accidente c/b;Subcontratado;Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;No;Caretillero;Menor 30;Grave;Mantenimiento
1765;;Turno de tarde;Hombre;19;Incidente;Prácticas;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Líneas de Corte Longitudinal;Mayor 50;Leve;Mantenimiento
1766;;Turno de tarde;Hombre;36;Accidente c/b;Prácticas;Dongguan;Blanking;China;0.0;0.0;1501.0;0.0;No;Maquinista linea de corte longitudinal;Mayor 50;Leve;Mantenimiento
1767;;Turno de tarde;Hombre;27;Incidente;Indefinido con preaviso;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Gruista y limpieza de caldera;Mayor 50;Muy grave;Mantenimiento
1768;;Turno de noche;Hombre;84;Accidente s/b;No aplica;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;maquinista lc;Entre 30-50;Leve;Mantenimiento
1769;;Turno de mañana;Hombre;34;Accidente s/b;Incidente (no aplica);Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Metarial Handling;Entre 30-50;Leve;Mantenimiento
1770;;Turno de noche;Hombre;30;Incidente;Incidente (no aplica);Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;DIRECTOR COMERCIAL;Entre 30-50;Muy grave;Mantenimiento
1771;;Turno de noche;Mujer;4;Incidente;ETT;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Metarial Handling;Entre 30-50;Grave;Mantenimiento
1772;;Turno de tarde;Mujer;45;Incidente;ETT;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;shift manager;Entre 30-50;Leve;Mantenimiento
1773;;Turno de tarde;Hombre;35;Accidente c/b;Prácticas;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Maschinenführer LONGI002;Mayor 50;Leve;Mantenimiento
1774;;Turno de mañana;Hombre;36;Accidente s/b;Duración Determinada;Dongguan;Blanking;China;0.0;0.0;1501.0;0.0;No;Forklift driver;Menor 30;Muy grave;Mantenimiento
1775;;Turno de noche;Hombre;56;Accidente c/b;Prácticas;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;operatorof Press;Menor 30;Leve;Mantenimiento
1776;;Turno de mañana;Hombre;12;Incidente;Duración Determinada;Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;No;Anlagenführer Laser 5;Entre 30-50;Leve;Mantenimiento
1777;;Turno de noche;Hombre;54;Incidente;No aplica;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;Fahrer Räumfahrzeug;Entre 30-50;Muy grave;Mantenimiento
1778;;Turno de mañana;Hombre;25;Accidente c/b;Indefinido con preaviso;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;Gruista de caldera;Menor 30;Grave;Mantenimiento
1779;;Turno de noche;Hombre;43;Incidente;Duración Determinada;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;BOBINERO;Mayor 50;Muy grave;Mantenimiento
1780;;Turno de noche;Hombre;35;Accidente s/b;No aplica;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Verpacker LONGI001;Mayor 50;Muy grave;Mantenimiento
1781;;Turno de noche;Hombre;63;Accidente s/b;Indefinido con preaviso;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;Operador de Embalagem LCL;Entre 30-50;Leve;Mantenimiento
1782;;Turno de noche;Mujer;6;Accidente s/b;Duración Determinada;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Maschinenführer 1 Presse;Mayor 50;Muy grave;Mantenimiento
1783;;Turno de noche;Hombre;28;Accidente c/b;Indefinido con preaviso;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;Titular y ayudantes de Perfiladora de Dimeco Perfi012;Menor 30;Grave;Mantenimiento
1784;;Turno de mañana;Mujer;7;Incidente;Indefinido con preaviso;Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;No;Corte térmico ;Mayor 50;Grave;Mantenimiento
1785;;Turno de tarde;Hombre;4;Incidente;Indefinido;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Tool & Die tech from Gestamp working onsite at Gonvauto;Entre 30-50;Grave;Mantenimiento
1786;;Turno de mañana;Mujer;25;Accidente s/b;ETT;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;Entrada por la puerta número 3 del vehículo de carga para su descarga;Entre 30-50;Grave;Mantenimiento
1787;;Turno de tarde;Hombre;44;Incidente;ETT;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;Titular Línea Corte Transversal;Entre 30-50;Muy grave;Mantenimiento
1788;;Turno de tarde;Hombre;13;Accidente s/b;Indefinido;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;sierra de madera;Mayor 50;Muy grave;Mantenimiento
1789;;Turno de noche;Hombre;19;Accidente s/b;No aplica;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;-;Menor 30;Muy grave;Mantenimiento
1790;;Turno de tarde;Hombre;25;Accidente s/b;No aplica;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;Zona de Picos de Nave 3;Mayor 50;Grave;Mantenimiento
1791;;Turno de tarde;Hombre;19;Accidente s/b;Indefinido con preaviso;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Verlader Halle 8;Mayor 50;Muy grave;Mantenimiento
1792;;Turno de noche;Hombre;27;Accidente c/b;Incidente (no aplica);Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Salida Galvanizado;Menor 30;Muy grave;Mantenimiento
1793;;Turno de noche;Hombre;33;Accidente c/b;Incidente (no aplica);Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;Verlader;Mayor 50;Leve;Mantenimiento
1794;;Turno de noche;Hombre;20;Accidente c/b;Indefinido con preaviso;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;GRUISTA DE ENTRADA EN TUBOS;Entre 30-50;Leve;Mantenimiento
1795;;Turno de noche;Hombre;56;Incidente;Prácticas;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;Alimentador P3;Mayor 50;Muy grave;Mantenimiento
1796;;Turno de noche;Hombre;55;Accidente c/b;Prácticas;Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;Pupitre de entrada decapado;Mayor 50;Leve;Mantenimiento
1797;;Turno de noche;Hombre;4;Accidente c/b;Cedidos de otras plantas;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Gruista perfiladoras;Entre 30-50;Leve;Mantenimiento
1798;;Turno de tarde;Hombre;44;Accidente c/b;Duración Determinada;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;Cargador Galvanizado;Mayor 50;Muy grave;Mantenimiento
1799;;Turno de noche;Hombre;47;Incidente;Duración Determinada;Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Press Operator;Entre 30-50;Grave;Mantenimiento
1800;;Turno de noche;Hombre;84;Incidente;Prácticas;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Operator / Stacker Operator;Entre 30-50;Grave;Mantenimiento
1801;;Turno de tarde;Hombre;34;Accidente c/b;Prácticas;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Titular Linea;Entre 30-50;Grave;Mantenimiento
1802;;Turno de noche;Hombre;5;Accidente s/b;No aplica;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;Alimentador tubos;Mayor 50;Grave;Mantenimiento
1803;;Turno de tarde;Hombre;63;Accidente s/b;Indefinido;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;Expedição - enlonamento;Entre 30-50;Muy grave;Mantenimiento
1804;;Turno de mañana;Hombre;45;Accidente s/b;ETT;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;Líder de Logistica y Planeación;Menor 30;Muy grave;Mantenimiento
1805;;Turno de noche;Hombre;45;Accidente c/b;Indefinido;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;Entrada para la descarga del camión con la bobina – no se dispone de datos del conductor;Entre 30-50;Leve;Mantenimiento
1806;;Turno de tarde;Hombre;25;Incidente;No aplica;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;Galvanizado;Entre 30-50;Grave;Mantenimiento
1807;;Turno de noche;Hombre;46;Accidente s/b;Indefinido;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;Maschinenführer;Menor 30;Muy grave;Mantenimiento
1808;;Turno de tarde;Hombre;32;Incidente;Indefinido con preaviso;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Gruista Longi004 -Longi008;Entre 30-50;Grave;Mantenimiento
1809;;Turno de mañana;Hombre;26;Incidente;Incidente (no aplica);Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;Stacker Operator - Training as blanking operator;Mayor 50;Muy grave;Mantenimiento
1810;;Turno de tarde;Hombre;5;Accidente s/b;Indefinido;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;"Auxiliares de Logistica
Operador de Grua Telescopica";Mayor 50;Muy grave;Mantenimiento
1811;;Turno de mañana;Hombre;14;Incidente;Subcontratado;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;Puente Grua - Flejador;Entre 30-50;Grave;Mantenimiento
1812;;Turno de tarde;Hombre;84;Accidente c/b;Incidente (no aplica);Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;MONTADOR LONGI008;Mayor 50;Leve;Mantenimiento
1813;;Turno de noche;Hombre;19;Incidente;Indefinido;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;MAQUINISTA TRANS 2;Mayor 50;Leve;Mantenimiento
1814;;Turno de tarde;Hombre;30;Accidente s/b;Cedidos de otras plantas;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;truck driver;Mayor 50;Leve;Mantenimiento
1815;;Turno de mañana;Hombre;19;Accidente c/b;Incidente (no aplica);Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Maschinenbediener Presse 5;Entre 30-50;Leve;Mantenimiento
1816;;Turno de tarde;Hombre;5;Accidente s/b;No aplica;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;Gruista de entrada;Entre 30-50;Grave;Mantenimiento
1817;;Turno de tarde;Mujer;30;Accidente c/b;Duración Determinada;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;MATRICERO;Menor 30;Leve;Mantenimiento
1818;;Turno de mañana;Hombre;43;Accidente s/b;ETT;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Preparación del material para el corte en la línea, corte flejado;Entre 30-50;Leve;Mantenimiento
1819;;Turno de noche;Hombre;54;Incidente;Incidente (no aplica);Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;Descarga Galvanizado.;Mayor 50;Grave;Mantenimiento
1820;;Turno de mañana;Hombre;2;Accidente s/b;Indefinido con preaviso;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Maquinista Trans3;Mayor 50;Leve;Mantenimiento
1821;;Turno de tarde;Hombre;30;Incidente;Prácticas;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;Gruista/cargador;Entre 30-50;Muy grave;Mantenimiento
1822;;Turno de tarde;Hombre;36;Accidente c/b;Incidente (no aplica);Dongguan;Blanking;China;0.0;0.0;1501.0;0.0;No;GRUA CALDERA;Menor 30;Grave;Mantenimiento
1823;;Turno de tarde;Mujer;14;Accidente s/b;Incidente (no aplica);Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;LONGI002;Mayor 50;Leve;Mantenimiento
1824;;Turno de mañana;Hombre;32;Accidente s/b;No aplica;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Press Operators;Mayor 50;Leve;Mantenimiento
1825;;Turno de tarde;Hombre;28;Incidente;Indefinido con preaviso;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;packer;Mayor 50;Leve;Mantenimiento
1826;;Turno de noche;Hombre;1;Accidente c/b;No aplica;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Staplerfahrer Halle 8;Mayor 50;Grave;Mantenimiento
1827;;Turno de mañana;Hombre;28;Accidente s/b;ETT;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;Puente Grua Longitudinales Y Transversales;Entre 30-50;Grave;Mantenimiento
1828;;Turno de tarde;Hombre;35;Accidente c/b;Prácticas;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Forklift Driver;Menor 30;Grave;Mantenimiento
1829;;Turno de noche;Hombre;13;Accidente s/b;ETT;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;montador y embajador en LCL;Entre 30-50;Grave;Mantenimiento
1830;;Turno de mañana;Hombre;16;Accidente s/b;Duración Determinada;Burgos;Corte Transversal;España;25249.0;42484.0;1419.3;830.0999999999999;No;operator on packaging line;Entre 30-50;Muy grave;Mantenimiento
1831;;Turno de tarde;Hombre;47;Accidente s/b;ETT;Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;operario de linea;Entre 30-50;Grave;Mantenimiento
1832;;Turno de noche;Hombre;63;Accidente s/b;Indefinido con preaviso;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;Forklift Operator;Entre 30-50;Grave;Mantenimiento
1833;;Turno de noche;Mujer;47;Incidente;Subcontratado;Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Embalador;Mayor 50;Leve;Mantenimiento
1834;;Turno de tarde;Hombre;7;Incidente;Duración Determinada;Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;No;SI;Mayor 50;Grave;Mantenimiento
1835;;Turno de noche;Hombre;5;Incidente;Cedidos de otras plantas;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;Shift Manager;Entre 30-50;Grave;Mantenimiento
1836;;Turno de noche;Hombre;46;Incidente;Prácticas;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;Titular Robot Soldadura 002;Entre 30-50;Muy grave;Mantenimiento
1837;;Turno de noche;Mujer;14;Accidente s/b;Cedidos de otras plantas;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;AYUDANTE PRENS001;Entre 30-50;Leve;Mantenimiento
1838;;Turno de tarde;Hombre;27;Accidente c/b;Duración Determinada;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;No, su puesto habitual es entrada decapado;Mayor 50;Leve;Mantenimiento
1839;;Turno de noche;Hombre;44;Accidente c/b;Incidente (no aplica);Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;maquinista/gruista;Menor 30;Grave;Mantenimiento
1840;;Turno de mañana;Hombre;20;Incidente;Duración Determinada;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;Supervisor;Mayor 50;Muy grave;Mantenimiento
1841;;Turno de mañana;Hombre;41;Incidente;No aplica;Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;No;Gruista carga nave 6A;Mayor 50;Leve;Mantenimiento
1842;;Turno de tarde;Hombre;32;Accidente s/b;Prácticas;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Slitting line Operator;Menor 30;Muy grave;Mantenimiento
1843;;Turno de mañana;Hombre;18;Accidente s/b;Indefinido;Burgos;Laminado;España;25249.0;42484.0;1419.3;830.0999999999999;No;Auxiliar Línea Corte Longitudinal;Entre 30-50;Grave;Mantenimiento
1844;;Turno de mañana;Hombre;55;Accidente c/b;Incidente (no aplica);Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;toolmaker;Mayor 50;Leve;Mantenimiento
1845;;Turno de mañana;Hombre;41;Accidente c/b;Subcontratado;Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;No;Gruista y limpieza de caldera;Mayor 50;Muy grave;Mantenimiento
1846;;Turno de tarde;Hombre;63;Accidente s/b;Indefinido;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;Verlader / Staplerfahrer Halle 8;Entre 30-50;Leve;Mantenimiento
1847;;Turno de tarde;Hombre;36;Accidente c/b;Indefinido con preaviso;Dongguan;Blanking;China;0.0;0.0;1501.0;0.0;No;Press Operator;Entre 30-50;Muy grave;Mantenimiento
1848;;Turno de noche;Hombre;56;Accidente s/b;Indefinido con preaviso;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;Pupitre de entrada decapado;Entre 30-50;Grave;Mantenimiento
1849;;Turno de mañana;Hombre;14;Accidente s/b;Incidente (no aplica);Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;Almacenes;Entre 30-50;Grave;Mantenimiento
1850;;Turno de tarde;Hombre;54;Incidente;Indefinido con preaviso;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;OPERADOR PUENTE GRUA;Menor 30;Grave;Mantenimiento
1851;;Turno de mañana;Hombre;41;Accidente s/b;Prácticas;Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;No;MAQUINISTA LONGI008;Entre 30-50;Grave;Mantenimiento
1852;;Turno de mañana;Hombre;43;Incidente;ETT;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Ninguno de los implicados desempeñaban funciones habituales en la línea donde se produjo el incidente.;Entre 30-50;Grave;Mantenimiento
1853;;Turno de tarde;Hombre;2;Accidente s/b;Subcontratado;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Flejador TRANS001;Entre 30-50;Grave;Mantenimiento
1854;;Turno de noche;Mujer;32;Accidente c/b;Duración Determinada;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Tubos;Mayor 50;Grave;Mantenimiento
1855;;Turno de tarde;Hombre;25;Incidente;Duración Determinada;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;empaquetadora/ flejado;Menor 30;Leve;Mantenimiento
1856;;Turno de mañana;Hombre;56;Accidente s/b;ETT;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;POTE;Entre 30-50;Grave;Mantenimiento
1857;;Turno de noche;Hombre;33;Accidente s/b;Indefinido con preaviso;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;none;Entre 30-50;Grave;Mantenimiento
1858;;Turno de tarde;Hombre;19;Accidente c/b;Indefinido con preaviso;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Punzonadora;Mayor 50;Leve;Mantenimiento
1859;;Turno de noche;Hombre;6;Accidente c/b;Indefinido con preaviso;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Maquinista Trans3;Menor 30;Muy grave;Mantenimiento
1860;;Turno de tarde;Hombre;54;Accidente c/b;Indefinido;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;metal grinding - 2A hole;Mayor 50;Grave;Mantenimiento
1861;;Turno de noche;Hombre;19;Incidente;No aplica;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Final Product Logistic Operator;Menor 30;Leve;Mantenimiento
1862;;Turno de mañana;Hombre;57;Accidente s/b;No aplica;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;empaquetador;Entre 30-50;Muy grave;Mantenimiento
1863;;Turno de noche;Hombre;15;Incidente;Duración Determinada;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Traslado de bobinas del almacén de materia prima para su corte en la línea transversal PRENS002;Entre 30-50;Muy grave;Mantenimiento
1864;;Turno de noche;Hombre;7;Accidente c/b;Indefinido con preaviso;Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;No;Lkw-Fahrer;Entre 30-50;Muy grave;Mantenimiento
1865;;Turno de mañana;Hombre;54;Incidente;Cedidos de otras plantas;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;GRUISTA EXTERNO;Entre 30-50;Leve;Mantenimiento
1866;;Turno de mañana;Hombre;28;Accidente s/b;Duración Determinada;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;Oxgyen cutting;Entre 30-50;Leve;Mantenimiento
1867;;Turno de mañana;Hombre;63;Incidente;No aplica;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;Loading team leader;Mayor 50;Leve;Mantenimiento
1868;;Turno de noche;Hombre;47;Incidente;Incidente (no aplica);Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Maschinenführer 1 Presse 1;Mayor 50;Leve;Mantenimiento
